test_number,image_size,split_layer,accuracy,top_1_accuracy,top_5_accuracy,precision,recall,BLEU,total_time,head_time,network_time,tail_time,nw_payload
2.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.5632700927509,0.0324319727218243,3.316298649759847,0.2145394702692283,3235355.52
3.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.4726895648177014,0.9592349370574812,2.2870191912910376,0.2264354364691826,866555.7
4.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.5557094741849332,1.7814964853419224,0.0240322122251381,1.5369413031170551,0.2205229699997289,129724.38
5.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.047873482511496,0.0516077433398458,2.7826401780417656,0.2136255611298838,1968128.0
5.0,250.0,40.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.7272464321693404,0.2902751141408224,2.2462448145484086,0.1907265034801094,802816.0
5.0,250.0,63.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.9316639707138528,0.3849123824323759,2.362834020071459,0.1839175682100176,903168.0
5.0,250.0,86.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.007405269751908,0.4741918800398705,2.357148572011211,0.1760648177008261,903168.0
5.0,250.0,100.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.826559783910052,0.5377841348625951,2.123033477937716,0.1657421711097413,519168.0
5.0,250.0,132.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.987958808839321,0.640624530366622,2.194487356463505,0.1528469220091938,519168.0
5.0,250.0,164.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.064152572658495,0.7905086159089114,2.1321824267292686,0.1414615300203149,519168.0
5.0,250.0,196.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.218859935560031,0.950403143442236,2.140005305348168,0.1284514867696271,519168.0
5.0,250.0,228.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.376519268499105,1.122012562279124,2.1373715112799254,0.1171351949400559,519168.0
5.0,250.0,248.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.97401574414107,1.2658674679213435,1.6006355513600283,0.1075127248596982,184320.0
5.0,250.0,279.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.3452794260700465,1.3782705229130805,1.8714374614565168,0.0955714417004492,294912.0
6.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.981901150199119,0.3710159495385596,2.392325151990226,0.2185600486703333,1035050.41
6.0,250.0,40.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.5400028120994103,0.4159706981404452,1.930755594819784,0.1932765191391809,411831.22
6.0,250.0,63.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.6372138639696643,0.5061830977874346,1.9464782843328428,0.1845524818493868,430245.92
6.0,250.0,86.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.82317075347004,0.6088626783882498,2.039649058101059,0.1746590169807313,399870.8
6.0,250.0,100.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.6849546382704284,0.6597669907985253,1.8551966014724168,0.1699910459994862,263738.42
6.0,250.0,132.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.5602013678179354,0.7827440567302981,1.6152761125682449,0.1621811985193926,176569.73
6.0,250.0,164.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.722776936920709,0.960641618128284,1.6118394715320028,0.1502958472604223,171126.88
2.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,27.53163912586973,0.0324926513295587,27.29335925816018,0.2057872163799947,3235355.52
3.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,9.18075032044988,0.9694807327497994,7.993355395110111,0.2179141925899693,866555.7
4.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.5557094741849332,2.211996430309992,0.0233236078898695,1.9780469961901053,0.2106258262300161,129724.38
