test_number,image_size,split_layer,accuracy,top_1_accuracy,top_5_accuracy,precision,recall,BLEU,total_time,head_time,network_time,tail_time,nw_payload
2.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.5462913172412662,0.0314200052199882,3.301955045251316,0.212916266769962,3235355.52
3.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.470269998818403,0.9708291097683834,2.2778930231800403,0.2215478658699794,866555.7
4.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.5557094741849332,1.7523126531380695,0.0225297425827011,1.5127202719153685,0.2170626386399999,129724.38
5.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.9995358556119025,0.0482543325290314,2.7409519353228733,0.2103295877599976,1968128.0
5.0,250.0,40.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.707506237993366,0.3074664163729173,2.2116372573204446,0.1884025643000041,802816.0
5.0,250.0,63.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.88251505814842,0.3816986195230858,2.321621261085338,0.1791951775399957,903168.0
5.0,250.0,86.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.1330309936974663,0.4635399281390708,2.498071886318366,0.1714191792400288,903168.0
5.0,250.0,100.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.793520977901062,0.5295378393493593,2.101071921511675,0.1629112170400276,519168.0
5.0,250.0,132.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.902992428500438,0.6389334720012267,2.111595058929206,0.1524638975700054,519168.0
5.0,250.0,164.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.028950353508699,0.7885457688354656,2.100251476093217,0.1401531085800161,519168.0
5.0,250.0,196.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.1781032600905745,0.949100278811529,2.101286364129037,0.1277166171500084,519168.0
5.0,250.0,228.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.362350011149538,1.100939784833463,2.1481302563660667,0.1132799699500083,519168.0
5.0,250.0,248.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.9695964641211323,1.2801636920642343,1.5837720055469162,0.1056607665099818,184320.0
5.0,250.0,279.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.356965008292464,1.3907454314595091,1.872083925623101,0.0941356512098536,294912.0
6.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,3.023259508649935,0.3693291685410078,2.43602887465895,0.2179014654499769,1035050.41
6.0,250.0,40.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.5617421176383504,0.4216227561410051,1.948022412267328,0.1920969492300173,411831.22
6.0,250.0,63.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.6647835581901016,0.5156669695925666,1.9642851082874768,0.1848314803100584,430245.92
6.0,250.0,86.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.5665755886079719,2.732751378768007,0.6261300868174291,1.930590572460588,0.1760307194899905,399870.8
